Started GRPC Client

To alter the type, rate, SMA Channel or SMA Window, use these commands:
type <arg>
rate <arg>
channel <arg>
window <arg>

8 - SVT 2, avg muted 1m45.164207961s, views 1 at 15:31:13.
9 - Viasat Golf, avg muted 1m28.021726863s, views 1 at 15:29:35.
10 - TV Vest HD, avg muted 1m25.088508768s, views 1 at 15:25:51.

1 - NRK Østnytt, avg muted 5m57.151681883s, views 1 at 15:28:49.
2 - MTV, avg muted 4m45.781042914s, views 1 at 15:30:23.
3 - C More Action, avg muted 4m10.011528044s, views 1 at 15:30:04.
4 - DR 1, avg muted 3m21.448508157s, views 1 at 15:27:18.
5 - Animal Plnt. HD, avg muted 2m17.219876625s, views 3 at 15:31:52.
6 - Fox Crime, avg muted 2m10.228741762s, views 4 at 15:34:58.
7 - C More Emotion, avg muted 1m52.020503061s, views 1 at 15:28:25.
8 - SVT 2, avg muted 1m45.164207961s, views 1 at 15:31:13.
9 - Viasat Golf, avg muted 1m28.021726863s, views 1 at 15:29:35.
10 - TV Vest HD, avg muted 1m25.088508768s, views 1 at 15:25:51.

1 - NRK Østnytt, avg muted 5m57.151681883s, views 1 at 15:28:49.
2 - MTV, avg muted 4m45.781042914s, views 1 at 15:30:23.
3 - C More Action, avg muted 4m10.011528044s, views 1 at 15:30:04.
4 - DR 1, avg muted 3m21.448508157s, views 1 at 15:27:18.
5 - Animal Plnt. HD, avg muted 2m17.219876625s, views 3 at 15:31:52.
6 - Fox Crime, avg muted 2m10.228741762s, views 4 at 15:34:58.
7 - C More Emotion, avg muted 1m52.020503061s, views 1 at 15:28:25.
8 - SVT 2, avg muted 1m45.164207961s, views 1 at 15:31:13.
9 - Viasat Golf, avg muted 1m28.021726863s, views 1 at 15:29:35.
10 - TV Vest HD, avg muted 1m25.088508768s, views 1 at 15:25:51.

1 - NRK Østnytt, avg muted 5m57.151681883s, views 1 at 15:28:49.
2 - MTV, avg muted 4m45.781042914s, views 1 at 15:30:23.
3 - C More Action, avg muted 4m10.011528044s, views 1 at 15:30:04.
4 - DR 1, avg muted 3m21.448508157s, views 1 at 15:27:18.
5 - Animal Plnt. HD, avg muted 2m17.219876625s, views 3 at 15:31:52.
6 - Fox Crime, avg muted 2m10.228741762s, views 4 at 15:34:58.
7 - C More Emotion, avg muted 1m52.020503061s, views 1 at 15:28:25.
8 - SVT 2, avg muted 1m45.164207961s, views 1 at 15:31:13.
9 - Viasat Golf, avg muted 1m28.021726863s, views 1 at 15:29:35.
10 - TV Vest HD, avg muted 1m25.088508768s, views 1 at 15:25:51.

1 - NRK Østnytt, avg muted 5m57.151681883s, views 1 at 15:28:49.
2 - MTV, avg muted 4m45.781042914s, views 1 at 15:30:23.
3 - C More Action, avg muted 4m10.011528044s, views 1 at 15:30:04.
4 - DR 1, avg muted 3m21.448508157s, views 1 at 15:27:18.
5 - Fox Crime, avg muted 2m10.228741762s, views 4 at 15:34:58.
6 - C More Emotion, avg muted 1m52.020503061s, views 1 at 15:28:25.
7 - SVT 2, avg muted 1m45.164207961s, views 1 at 15:31:13.
8 - Animal Plnt. HD, avg muted 1m33.759695329s, views 3 at 15:31:52.
9 - Viasat Golf, avg muted 1m28.021726863s, views 1 at 15:29:35.
10 - TV Vest HD, avg muted 1m25.088508768s, views 1 at 15:25:51.

1 - NRK Østnytt, avg muted 5m57.151681883s, views 1 at 15:28:49.
2 - MTV, avg muted 4m45.781042914s, views 1 at 15:30:23.
3 - C More Action, avg muted 4m10.011528044s, views 1 at 15:30:04.
4 - DR 1, avg muted 3m21.448508157s, views 1 at 15:27:18.
5 - Fox Crime, avg muted 2m8.613034235s, views 4 at 15:34:58.
6 - C More Emotion, avg muted 1m52.020503061s, views 1 at 15:28:25.
7 - SVT 2, avg muted 1m45.164207961s, views 1 at 15:31:13.
8 - Viasat Golf, avg muted 1m28.021726863s, views 1 at 15:29:35.
9 - TV Vest HD, avg muted 1m25.088508768s, views 1 at 15:25:51.
10 - TV2 Sport, avg muted 1m23.404128158s, views 7 at 15:30:32.

1 - NRK Østnytt, avg muted 5m57.151681883s, views 1 at 15:28:49.
2 - MTV, avg muted 4m45.781042914s, views 1 at 15:30:23.
3 - C More Action, avg muted 4m10.011528044s, views 1 at 15:30:04.
4 - DR 1, avg muted 3m21.448508157s, views 1 at 15:27:18.
5 - Fox Crime, avg muted 2m8.613034235s, views 4 at 15:34:58.
6 - C More Emotion, avg muted 1m52.020503061s, views 1 at 15:28:25.
7 - SVT 2, avg muted 1m45.164207961s, views 1 at 15:31:13.
8 - Viasat Golf, avg muted 1m28.021726863s, views 1 at 15:29:35.
9 - TV Vest HD, avg muted 1m25.088508768s, views 1 at 15:25:51.
10 - TV2 Sport, avg muted 1m23.404128158s, views 7 at 15:30:32.

1 - NRK Østnytt, avg muted 5m57.151681883s, views 1 at 15:28:49.
2 - MTV, avg muted 4m45.781042914s, views 1 at 15:30:23.
3 - C More Action, avg muted 4m10.011528044s, views 1 at 15:30:04.
4 - DR 1, avg muted 3m21.448508157s, views 1 at 15:27:18.
5 - Fox Crime, avg muted 2m8.613034235s, views 4 at 15:34:58.
6 - C More Emotion, avg muted 1m52.020503061s, views 1 at 15:28:25.
7 - SVT 2, avg muted 1m45.164207961s, views 1 at 15:31:13.
8 - Viasat Golf, avg muted 1m28.021726863s, views 1 at 15:29:35.
9 - TV Vest HD, avg muted 1m25.088508768s, views 1 at 15:25:51.
10 - TV2 Sport, avg muted 1m23.404128158s, views 7 at 15:30:32.

1 - NRK Østnytt, avg muted 5m57.151681883s, views 1 at 15:28:49.
2 - MTV, avg muted 4m45.781042914s, views 1 at 15:30:23.
3 - C More Action, avg muted 4m10.011528044s, views 1 at 15:30:04.
4 - DR 1, avg muted 3m21.448508157s, views 1 at 15:27:18.
5 - Fox Crime, avg muted 2m8.613034235s, views 4 at 15:34:58.
6 - C More Emotion, avg muted 1m52.020503061s, views 1 at 15:28:25.
7 - SVT 2, avg muted 1m45.164207961s, views 1 at 15:31:13.
8 - Viasat Golf, avg muted 1m28.021726863s, views 1 at 15:29:35.
9 - TV Vest HD, avg muted 1m25.088508768s, views 1 at 15:25:51.
10 - TV2 Sport, avg muted 1m23.404128158s, views 7 at 15:30:32.

1 - NRK Østnytt, avg muted 5m57.151681883s, views 1 at 15:28:49.
2 - MTV, avg muted 4m45.781042914s, views 1 at 15:30:23.
3 - C More Action, avg muted 4m10.011528044s, views 1 at 15:30:04.
4 - DR 1, avg muted 3m21.448508157s, views 1 at 15:27:18.
5 - Fox Crime, avg muted 2m8.613034235s, views 4 at 15:34:58.
6 - C More Emotion, avg muted 1m52.020503061s, views 1 at 15:28:25.
7 - SVT 2, avg muted 1m45.164207961s, views 1 at 15:31:13.
8 - Viasat Golf, avg muted 1m28.021726863s, views 1 at 15:29:35.
9 - TV Vest HD, avg muted 1m25.088508768s, views 1 at 15:25:51.
10 - TV2 Sport, avg muted 1m23.404128158s, views 7 at 15:30:32.

1 - NRK Østnytt, avg muted 5m57.151681883s, views 1 at 15:28:49.
2 - MTV, avg muted 4m45.781042914s, views 1 at 15:30:23.
3 - C More Action, avg muted 4m10.011528044s, views 1 at 15:30:04.
4 - DR 1, avg muted 3m21.448508157s, views 1 at 15:27:18.
5 - Fox Crime, avg muted 2m8.613034235s, views 4 at 15:34:58.
6 - C More Emotion, avg muted 1m52.020503061s, views 1 at 15:28:25.
7 - SVT 2, avg muted 1m45.164207961s, views 1 at 15:31:13.
8 - Viasat Golf, avg muted 1m28.021726863s, views 1 at 15:29:35.
9 - TV Vest HD, avg muted 1m25.088508768s, views 1 at 15:25:51.
10 - TV2 Sport, avg muted 1m23.404128158s, views 7 at 15:30:32.

1 - NRK Østnytt, avg muted 5m57.151681883s, views 1 at 15:28:49.
2 - MTV, avg muted 4m45.781042914s, views 1 at 15:30:23.
3 - C More Action, avg muted 4m10.011528044s, views 1 at 15:30:04.
4 - DR 1, avg muted 3m21.448508157s, views 1 at 15:27:18.
5 - Fox Crime, avg muted 2m8.613034235s, views 4 at 15:34:58.
6 - C More Emotion, avg muted 1m52.020503061s, views 1 at 15:28:25.
7 - SVT 2, avg muted 1m45.164207961s, views 1 at 15:31:13.
8 - Viasat Golf, avg muted 1m28.021726863s, views 1 at 15:29:35.
9 - TV Vest HD, avg muted 1m25.088508768s, views 1 at 15:25:51.
10 - TV2 Sport, avg muted 1m23.404128158s, views 7 at 15:30:32.

1 - NRK Østnytt, avg muted 5m57.151681883s, views 1 at 15:28:49.
2 - MTV, avg muted 4m45.781042914s, views 1 at 15:30:23.
3 - C More Action, avg muted 4m10.011528044s, views 1 at 15:30:04.
4 - DR 1, avg muted 3m21.448508157s, views 1 at 15:27:18.
5 - Fox Crime, avg muted 2m8.613034235s, views 4 at 15:34:58.
6 - C More Emotion, avg muted 1m52.020503061s, views 1 at 15:28:25.
7 - SVT 2, avg muted 1m45.164207961s, views 1 at 15:31:13.
8 - Viasat Golf, avg muted 1m28.021726863s, views 1 at 15:29:35.
9 - TV Vest HD, avg muted 1m25.088508768s, views 1 at 15:25:51.
10 - TV2 Sport, avg muted 1m23.404128158s, views 7 at 15:30:32.

1 - NRK Østnytt, avg muted 5m57.151681883s, views 1 at 15:28:49.
2 - MTV, avg muted 4m45.781042914s, views 1 at 15:30:23.
3 - C More Action, avg muted 4m10.011528044s, views 1 at 15:30:04.
4 - DR 1, avg muted 3m21.448508157s, views 1 at 15:27:18.
5 - Fox Crime, avg muted 2m8.613034235s, views 4 at 15:34:58.
6 - C More Emotion, avg muted 1m52.020503061s, views 1 at 15:28:25.
7 - SVT 2, avg muted 1m45.164207961s, views 1 at 15:31:13.
8 - Viasat Golf, avg muted 1m28.021726863s, views 1 at 15:29:35.
9 - TV Vest HD, avg muted 1m25.088508768s, views 1 at 15:25:51.
10 - TV2 Sport, avg muted 1m23.404128158s, views 7 at 15:30:32.

1 - NRK Østnytt, avg muted 5m57.151681883s, views 1 at 15:28:49.
2 - MTV, avg muted 4m45.781042914s, views 1 at 15:30:23.
3 - C More Action, avg muted 4m10.011528044s, views 1 at 15:30:04.
4 - DR 1, avg muted 3m21.448508157s, views 1 at 15:27:18.
5 - Fox Crime, avg muted 2m8.613034235s, views 4 at 15:34:58.
6 - C More Emotion, avg muted 1m52.020503061s, views 1 at 15:28:25.
7 - SVT 2, avg muted 1m45.164207961s, views 1 at 15:31:13.
8 - Viasat Golf, avg muted 1m28.021726863s, views 1 at 15:29:35.
9 - TV Vest HD, avg muted 1m25.088508768s, views 1 at 15:25:51.
10 - TV2 Sport, avg muted 1m23.404128158s, views 7 at 15:30:32.

1 - NRK Østnytt, avg muted 5m57.151681883s, views 1 at 15:28:49.
2 - MTV, avg muted 4m45.781042914s, views 1 at 15:30:23.
3 - C More Action, avg muted 4m10.011528044s, views 1 at 15:30:04.
4 - DR 1, avg muted 3m21.448508157s, views 1 at 15:27:18.
5 - Fox Crime, avg muted 2m8.613034235s, views 4 at 15:34:58.
6 - C More Emotion, avg muted 1m52.020503061s, views 1 at 15:28:25.
7 - SVT 2, avg muted 1m45.164207961s, views 1 at 15:31:13.
8 - Viasat Golf, avg muted 1m28.021726863s, views 1 at 15:29:35.
9 - TV Vest HD, avg muted 1m25.088508768s, views 1 at 15:25:51.
10 - TV2 Sport, avg muted 1m23.404128158s, views 7 at 15:30:32.

1 - NRK Østnytt, avg muted 5m57.151681883s, views 1 at 15:28:49.
2 - MTV, avg muted 4m45.781042914s, views 1 at 15:30:23.
3 - C More Action, avg muted 4m10.011528044s, views 1 at 15:30:04.
4 - DR 1, avg muted 3m21.448508157s, views 1 at 15:27:18.
5 - Fox Crime, avg muted 2m8.613034235s, views 4 at 15:34:58.
6 - C More Emotion, avg muted 1m52.020503061s, views 1 at 15:28:25.
7 - SVT 2, avg muted 1m45.164207961s, views 1 at 15:31:13.
8 - Viasat Golf, avg muted 1m28.021726863s, views 1 at 15:29:35.
9 - TV Vest HD, avg muted 1m25.088508768s, views 1 at 15:25:51.
10 - TV2 Nyhet, avg muted 1m24.530018348s, views 10 at 15:35:17.

1 - NRK Østnytt, avg muted 5m57.151681883s, views 1 at 15:28:49.
2 - MTV, avg muted 4m45.781042914s, views 1 at 15:30:23.
3 - C More Action, avg muted 4m10.011528044s, views 1 at 15:30:04.
4 - DR 1, avg muted 3m21.448508157s, views 1 at 15:27:18.
5 - Fox Crime, avg muted 2m8.613034235s, views 4 at 15:34:58.
6 - C More Emotion, avg muted 1m52.020503061s, views 1 at 15:28:25.
7 - SVT 2, avg muted 1m45.164207961s, views 1 at 15:31:13.
8 - Viasat Golf, avg muted 1m28.021726863s, views 1 at 15:29:35.
9 - TV Vest HD, avg muted 1m25.088508768s, views 1 at 15:25:51.
10 - TV2 Nyhet, avg muted 1m24.530018348s, views 10 at 15:35:17.

1 - NRK Østnytt, avg muted 5m57.151681883s, views 1 at 15:28:49.
2 - MTV, avg muted 4m45.781042914s, views 1 at 15:30:23.
3 - C More Action, avg muted 4m10.011528044s, views 1 at 15:30:04.
4 - DR 1, avg muted 3m21.448508157s, views 1 at 15:27:18.
5 - Fox Crime, avg muted 2m8.613034235s, views 4 at 15:34:58.
6 - C More Emotion, avg muted 1m52.020503061s, views 1 at 15:28:25.
7 - SVT 2, avg muted 1m45.164207961s, views 1 at 15:31:13.
8 - Viasat Golf, avg muted 1m28.021726863s, views 1 at 15:29:35.
9 - TV Vest HD, avg muted 1m25.088508768s, views 1 at 15:25:51.
10 - TV2 Nyhet, avg muted 1m22.78225567s, views 10 at 15:35:17.

1 - NRK Østnytt, avg muted 5m57.151681883s, views 1 at 15:28:49.
2 - MTV, avg muted 4m45.781042914s, views 1 at 15:30:23.
3 - C More Action, avg muted 4m10.011528044s, views 1 at 15:30:04.
4 - DR 1, avg muted 3m21.448508157s, views 1 at 15:27:18.
5 - Fox Crime, avg muted 2m8.613034235s, views 4 at 15:34:58.
6 - C More Emotion, avg muted 1m52.020503061s, views 1 at 15:28:25.
7 - SVT 2, avg muted 1m45.164207961s, views 1 at 15:31:13.
8 - Viasat Golf, avg muted 1m28.021726863s, views 1 at 15:29:35.
9 - TV Vest HD, avg muted 1m25.088508768s, views 1 at 15:25:51.
10 - TV2 Nyhet, avg muted 1m22.78225567s, views 10 at 15:35:17.

1 - NRK Østnytt, avg muted 5m57.151681883s, views 1 at 15:28:49.
2 - MTV, avg muted 4m45.781042914s, views 1 at 15:30:23.
3 - C More Action, avg muted 4m10.011528044s, views 1 at 15:30:04.
4 - DR 1, avg muted 3m21.448508157s, views 1 at 15:27:18.
5 - Fox Crime, avg muted 2m10.067535977s, views 4 at 15:34:58.
6 - C More Emotion, avg muted 1m52.020503061s, views 1 at 15:28:25.
7 - SVT 2, avg muted 1m45.164207961s, views 1 at 15:31:13.
8 - Viasat Golf, avg muted 1m28.021726863s, views 1 at 15:29:35.
9 - TV Vest HD, avg muted 1m25.088508768s, views 1 at 15:25:51.
10 - TV2 Nyhet, avg muted 1m22.78225567s, views 10 at 15:35:17.

1 - NRK Østnytt, avg muted 5m57.151681883s, views 1 at 15:28:49.
2 - MTV, avg muted 4m45.781042914s, views 1 at 15:30:23.
3 - C More Action, avg muted 4m10.011528044s, views 1 at 15:30:04.
4 - DR 1, avg muted 3m21.448508157s, views 1 at 15:27:18.
5 - Fox Crime, avg muted 2m10.067535977s, views 4 at 15:34:58.
6 - C More Emotion, avg muted 1m52.020503061s, views 1 at 15:28:25.
7 - SVT 2, avg muted 1m45.164207961s, views 1 at 15:31:13.
8 - Viasat Golf, avg muted 1m28.021726863s, views 1 at 15:29:35.
9 - TV Vest HD, avg muted 1m25.088508768s, views 1 at 15:25:51.
10 - TV2 Nyhet, avg muted 1m22.78225567s, views 10 at 15:35:17.

1 - NRK Østnytt, avg muted 5m57.151681883s, views 1 at 15:28:49.
2 - MTV, avg muted 4m45.781042914s, views 1 at 15:30:23.
3 - C More Action, avg muted 4m10.011528044s, views 1 at 15:30:04.
4 - DR 1, avg muted 3m21.448508157s, views 1 at 15:27:18.
5 - Fox Crime, avg muted 2m10.067535977s, views 4 at 15:34:58.
6 - C More Emotion, avg muted 1m52.020503061s, views 1 at 15:28:25.
7 - SVT 2, avg muted 1m45.164207961s, views 1 at 15:31:13.
8 - Viasat Golf, avg muted 1m28.021726863s, views 1 at 15:29:35.
9 - TV Vest HD, avg muted 1m25.088508768s, views 1 at 15:25:51.
10 - TV2 Nyhet, avg muted 1m22.78225567s, views 10 at 15:35:17.

1 - NRK Østnytt, avg muted 5m57.151681883s, views 1 at 15:28:49.
2 - MTV, avg muted 4m45.781042914s, views 1 at 15:30:23.
3 - C More Action, avg muted 4m10.011528044s, views 1 at 15:30:04.
4 - DR 1, avg muted 3m21.448508157s, views 1 at 15:27:18.
5 - Fox Crime, avg muted 2m10.067535977s, views 4 at 15:34:58.
6 - C More Emotion, avg muted 1m52.020503061s, views 1 at 15:28:25.
7 - SVT 2, avg muted 1m45.164207961s, views 1 at 15:31:13.
8 - Viasat Golf, avg muted 1m28.021726863s, views 1 at 15:29:35.
9 - TV Vest HD, avg muted 1m25.088508768s, views 1 at 15:25:51.
10 - NRK1, avg muted 1m23.776531311s, views 33 at 15:36:58.

1 - NRK Østnytt, avg muted 5m57.151681883s, views 1 at 15:28:49.
2 - MTV, avg muted 4m45.781042914s, views 1 at 15:30:23.
3 - C More Action, avg muted 4m10.011528044s, views 1 at 15:30:04.
4 - DR 1, avg muted 3m21.448508157s, views 1 at 15:27:18.
5 - Fox Crime, avg muted 2m10.067535977s, views 4 at 15:34:58.
6 - C More Emotion, avg muted 1m52.020503061s, views 1 at 15:28:25.
7 - SVT 2, avg muted 1m45.164207961s, views 1 at 15:31:13.
8 - Viasat Golf, avg muted 1m28.021726863s, views 1 at 15:29:35.
9 - TV Vest HD, avg muted 1m25.088508768s, views 1 at 15:25:51.
10 - TV2 Nyhet, avg muted 1m22.78225567s, views 10 at 15:35:17.

1 - NRK Østnytt, avg muted 5m57.151681883s, views 1 at 15:28:49.
2 - MTV, avg muted 4m45.781042914s, views 1 at 15:30:23.
3 - C More Action, avg muted 4m10.011528044s, views 1 at 15:30:04.
4 - DR 1, avg muted 3m21.448508157s, views 1 at 15:27:18.
5 - Fox Crime, avg muted 2m10.067535977s, views 4 at 15:34:58.
6 - C More Emotion, avg muted 1m52.020503061s, views 1 at 15:28:25.
7 - SVT 2, avg muted 1m45.164207961s, views 1 at 15:31:13.
8 - Viasat Golf, avg muted 1m28.021726863s, views 1 at 15:29:35.
9 - TV Vest HD, avg muted 1m25.088508768s, views 1 at 15:25:51.
10 - TV2 Nyhet, avg muted 1m22.78225567s, views 10 at 15:35:17.

1 - NRK Østnytt, avg muted 5m57.151681883s, views 1 at 15:28:49.
2 - MTV, avg muted 4m45.781042914s, views 1 at 15:30:23.
3 - C More Action, avg muted 4m10.011528044s, views 1 at 15:30:04.
4 - DR 1, avg muted 3m21.448508157s, views 1 at 15:27:18.
5 - Fox Crime, avg muted 2m10.067535977s, views 4 at 15:34:58.
6 - C More Emotion, avg muted 1m52.020503061s, views 1 at 15:28:25.
7 - SVT 2, avg muted 1m45.164207961s, views 1 at 15:31:13.
8 - NRK1, avg muted 1m39.386565953s, views 33 at 15:36:58.
9 - Viasat Golf, avg muted 1m28.021726863s, views 1 at 15:29:35.
10 - TV Vest HD, avg muted 1m25.088508768s, views 1 at 15:25:51.

1 - NRK Østnytt, avg muted 5m57.151681883s, views 1 at 15:28:49.
2 - MTV, avg muted 4m45.781042914s, views 1 at 15:30:23.
3 - C More Action, avg muted 4m10.011528044s, views 1 at 15:30:04.
4 - DR 1, avg muted 3m21.448508157s, views 1 at 15:27:18.
5 - Fox Crime, avg muted 2m10.067535977s, views 4 at 15:34:58.
6 - C More Emotion, avg muted 1m52.020503061s, views 1 at 15:28:25.
7 - SVT 2, avg muted 1m45.164207961s, views 1 at 15:31:13.
8 - NRK1, avg muted 1m39.386565953s, views 33 at 15:36:58.
9 - Viasat Golf, avg muted 1m28.021726863s, views 1 at 15:29:35.
10 - TV Vest HD, avg muted 1m25.088508768s, views 1 at 15:25:51.

1 - NRK Østnytt, avg muted 5m57.151681883s, views 1 at 15:28:49.
2 - MTV, avg muted 4m45.781042914s, views 1 at 15:30:23.
3 - C More Action, avg muted 4m10.011528044s, views 1 at 15:30:04.
4 - DR 1, avg muted 3m21.448508157s, views 1 at 15:27:18.
5 - Fox Crime, avg muted 2m10.067535977s, views 4 at 15:34:58.
6 - C More Emotion, avg muted 1m52.020503061s, views 1 at 15:28:25.
7 - SVT 2, avg muted 1m45.164207961s, views 1 at 15:31:13.
8 - NRK1, avg muted 1m39.386565953s, views 34 at 15:37:29.
9 - Viasat Golf, avg muted 1m28.021726863s, views 1 at 15:29:35.
10 - TV Vest HD, avg muted 1m25.088508768s, views 1 at 15:25:51.

1 - NRK Østnytt, avg muted 5m57.151681883s, views 1 at 15:28:49.
2 - MTV, avg muted 4m45.781042914s, views 1 at 15:30:23.
3 - C More Action, avg muted 4m10.011528044s, views 1 at 15:30:04.
4 - DR 1, avg muted 3m21.448508157s, views 1 at 15:27:18.
5 - Fox Crime, avg muted 2m10.067535977s, views 4 at 15:34:58.
6 - C More Emotion, avg muted 1m52.020503061s, views 1 at 15:28:25.
7 - SVT 2, avg muted 1m45.164207961s, views 1 at 15:31:13.
8 - NRK1, avg muted 1m39.386565953s, views 34 at 15:37:29.
9 - Viasat Golf, avg muted 1m28.021726863s, views 1 at 15:29:35.
10 - TV Vest HD, avg muted 1m25.088508768s, views 1 at 15:25:51.

1 - NRK Østnytt, avg muted 5m57.151681883s, views 1 at 15:28:49.
2 - MTV, avg muted 4m45.781042914s, views 1 at 15:30:23.
3 - C More Action, avg muted 4m10.011528044s, views 1 at 15:30:04.
4 - DR 1, avg muted 3m21.448508157s, views 1 at 15:27:18.
5 - Fox Crime, avg muted 2m10.067535977s, views 4 at 15:34:58.
6 - C More Emotion, avg muted 1m52.020503061s, views 1 at 15:28:25.
7 - TLC, avg muted 1m48.667761781s, views 5 at 15:37:24.
8 - SVT 2, avg muted 1m45.164207961s, views 1 at 15:31:13.
9 - NRK1, avg muted 1m39.386565953s, views 34 at 15:37:29.
10 - Viasat Golf, avg muted 1m28.021726863s, views 1 at 15:29:35.

1 - NRK Østnytt, avg muted 5m57.151681883s, views 1 at 15:28:49.
2 - MTV, avg muted 4m45.781042914s, views 1 at 15:30:23.
3 - C More Action, avg muted 4m10.011528044s, views 1 at 15:30:04.
4 - DR 1, avg muted 3m21.448508157s, views 1 at 15:27:18.
5 - Fox Crime, avg muted 2m10.067535977s, views 4 at 15:34:58.
6 - C More Emotion, avg muted 1m52.020503061s, views 1 at 15:28:25.
7 - TLC, avg muted 1m48.667761781s, views 5 at 15:37:24.
8 - SVT 2, avg muted 1m45.164207961s, views 1 at 15:31:13.
9 - NRK1, avg muted 1m39.386565953s, views 34 at 15:37:29.
10 - Viasat Golf, avg muted 1m28.021726863s, views 1 at 15:29:35.

1 - NRK Østnytt, avg muted 5m57.151681883s, views 1 at 15:28:49.
2 - MTV, avg muted 4m45.781042914s, views 1 at 15:30:23.
3 - C More Action, avg muted 4m10.011528044s, views 1 at 15:30:04.
4 - DR 1, avg muted 3m21.448508157s, views 1 at 15:27:18.
5 - Fox Crime, avg muted 2m10.067535977s, views 4 at 15:34:58.
6 - C More Emotion, avg muted 1m52.020503061s, views 1 at 15:28:25.
7 - TLC, avg muted 1m48.667761781s, views 5 at 15:37:24.
8 - SVT 2, avg muted 1m45.164207961s, views 1 at 15:31:13.
9 - NRK1, avg muted 1m37.005272694s, views 35 at 15:37:42.
10 - Viasat Golf, avg muted 1m28.021726863s, views 1 at 15:29:35.

1 - NRK Østnytt, avg muted 5m57.151681883s, views 1 at 15:28:49.
2 - MTV, avg muted 4m45.781042914s, views 1 at 15:30:23.
3 - C More Action, avg muted 4m10.011528044s, views 1 at 15:30:04.
4 - DR 1, avg muted 3m21.448508157s, views 1 at 15:27:18.
5 - Fox Crime, avg muted 2m10.067535977s, views 4 at 15:34:58.
6 - C More Emotion, avg muted 1m52.020503061s, views 1 at 15:28:25.
7 - TLC, avg muted 1m48.667761781s, views 5 at 15:37:24.
8 - SVT 2, avg muted 1m45.164207961s, views 1 at 15:31:13.
9 - NRK1, avg muted 1m35.291348393s, views 35 at 15:37:42.
10 - Viasat Golf, avg muted 1m28.021726863s, views 1 at 15:29:35.

1 - NRK Østnytt, avg muted 5m57.151681883s, views 1 at 15:28:49.
2 - MTV, avg muted 4m45.781042914s, views 1 at 15:30:23.
3 - C More Action, avg muted 4m10.011528044s, views 1 at 15:30:04.
4 - DR 1, avg muted 3m21.448508157s, views 1 at 15:27:18.
5 - Fox Crime, avg muted 2m10.067535977s, views 4 at 15:34:58.
6 - C More Emotion, avg muted 1m52.020503061s, views 1 at 15:28:25.
7 - TLC, avg muted 1m48.667761781s, views 5 at 15:37:24.
8 - SVT 2, avg muted 1m45.164207961s, views 1 at 15:31:13.
9 - NRK1, avg muted 1m35.291348393s, views 35 at 15:37:42.
10 - Viasat Golf, avg muted 1m28.021726863s, views 1 at 15:29:35.

1 - NRK Østnytt, avg muted 5m57.151681883s, views 1 at 15:28:49.
2 - MTV, avg muted 4m45.781042914s, views 1 at 15:30:23.
3 - C More Action, avg muted 4m10.011528044s, views 1 at 15:30:04.
4 - DR 1, avg muted 3m21.448508157s, views 1 at 15:27:18.
5 - Fox Crime, avg muted 2m10.067535977s, views 4 at 15:34:58.
6 - C More Emotion, avg muted 1m52.020503061s, views 1 at 15:28:25.
7 - TLC, avg muted 1m48.667761781s, views 5 at 15:37:24.
8 - SVT 2, avg muted 1m45.164207961s, views 1 at 15:31:13.
9 - NRK1, avg muted 1m35.291348393s, views 35 at 15:37:42.
10 - Viasat Golf, avg muted 1m28.021726863s, views 1 at 15:29:35.

1 - NRK Østnytt, avg muted 5m57.151681883s, views 1 at 15:28:49.
2 - MTV, avg muted 4m45.781042914s, views 1 at 15:30:23.
3 - C More Action, avg muted 4m10.011528044s, views 1 at 15:30:04.
4 - DR 1, avg muted 3m21.448508157s, views 1 at 15:27:18.
5 - Fox Crime, avg muted 2m10.067535977s, views 4 at 15:34:58.
6 - C More Emotion, avg muted 1m52.020503061s, views 1 at 15:28:25.
7 - TLC, avg muted 1m48.667761781s, views 5 at 15:37:24.
8 - SVT 2, avg muted 1m45.164207961s, views 1 at 15:31:13.
9 - NRK1, avg muted 1m35.291348393s, views 35 at 15:37:42.
10 - Viasat Golf, avg muted 1m28.021726863s, views 1 at 15:29:35.

1 - NRK Østnytt, avg muted 5m57.151681883s, views 1 at 15:28:49.
2 - MTV, avg muted 4m45.781042914s, views 1 at 15:30:23.
3 - C More Action, avg muted 4m10.011528044s, views 1 at 15:30:04.
4 - DR 1, avg muted 3m21.448508157s, views 1 at 15:27:18.
5 - Fox Crime, avg muted 2m10.067535977s, views 4 at 15:34:58.
6 - C More Emotion, avg muted 1m52.020503061s, views 1 at 15:28:25.
7 - TLC, avg muted 1m48.667761781s, views 5 at 15:37:24.
8 - SVT 2, avg muted 1m45.164207961s, views 1 at 15:31:13.
9 - NRK1, avg muted 1m35.291348393s, views 35 at 15:37:42.
10 - Viasat Golf, avg muted 1m28.021726863s, views 1 at 15:29:35.

1 - NRK Østnytt, avg muted 5m57.151681883s, views 1 at 15:28:49.
2 - MTV, avg muted 4m45.781042914s, views 1 at 15:30:23.
3 - C More Action, avg muted 4m10.011528044s, views 1 at 15:30:04.
4 - DR 1, avg muted 3m21.448508157s, views 1 at 15:27:18.
5 - Fox Crime, avg muted 2m10.067535977s, views 4 at 15:34:58.
6 - C More Emotion, avg muted 1m52.020503061s, views 1 at 15:28:25.
